Transcript stable ID	RefSeq mRNA ID
ENSCAFT00000060610	
ENSCAFT00000085721	
ENSCAFT00000067282	
ENSCAFT00000005519	
ENSCAFT00000006237	
ENSCAFT00000027938	
ENSCAFT00000067284	
ENSCAFT00000017479	
ENSCAFT00000083894	
ENSCAFT00000015080	
ENSCAFT00000064747	
ENSCAFT00000090758	
ENSCAFT00000012090	NM_001252419
ENSCAFT00000078075	
ENSCAFT00000061917	
ENSCAFT00000084288	
ENSCAFT00000058517	
ENSCAFT00000015821	
ENSCAFT00000078605	
ENSCAFT00000000129	
ENSCAFT00000017461	
ENSCAFT00000046459	
ENSCAFT00000003511	
ENSCAFT00000071524	
ENSCAFT00000010557	
ENSCAFT00000068779	
ENSCAFT00000073000	
ENSCAFT00000063575	
ENSCAFT00000003088	
ENSCAFT00000001539	
ENSCAFT00000028291	
ENSCAFT00000082651	
ENSCAFT00000077384	
ENSCAFT00000011042	
ENSCAFT00000043949	
ENSCAFT00000085185	
ENSCAFT00000050196	
ENSCAFT00000062084	
ENSCAFT00000077820	
ENSCAFT00000047458	
ENSCAFT00000000893	
ENSCAFT00000066930	
ENSCAFT00000082706	
ENSCAFT00000049010	
ENSCAFT00000087538	
ENSCAFT00000044075	
ENSCAFT00000060422	
ENSCAFT00000065970	
ENSCAFT00000017567	
ENSCAFT00000089873	
ENSCAFT00000071364	
ENSCAFT00000074975	
ENSCAFT00000028176	
ENSCAFT00000050155	
ENSCAFT00000066472	
ENSCAFT00000074685	
ENSCAFT00000065213	
ENSCAFT00000031698	
ENSCAFT00000060508	
ENSCAFT00000008129	
ENSCAFT00000021479	NM_001114666
ENSCAFT00000078038	
ENSCAFT00000064192	
ENSCAFT00000088138	
ENSCAFT00000003108	
ENSCAFT00000086327	
ENSCAFT00000024037	
ENSCAFT00000043913	
ENSCAFT00000060900	
ENSCAFT00000030902	
ENSCAFT00000036463	
ENSCAFT00000065778	
ENSCAFT00000035663	NM_001159762
ENSCAFT00000046139	
ENSCAFT00000045391	
ENSCAFT00000012111	
ENSCAFT00000023859	
ENSCAFT00000045730	
ENSCAFT00000079896	
ENSCAFT00000019786	
ENSCAFT00000048578	
ENSCAFT00000093709	
ENSCAFT00000030609	
ENSCAFT00000069944	
ENSCAFT00000086048	
ENSCAFT00000048202	
ENSCAFT00000062650	
ENSCAFT00000063257	
ENSCAFT00000079038	
ENSCAFT00000091278	
ENSCAFT00000081497	
ENSCAFT00000043404	NM_001003315
ENSCAFT00000029056	
ENSCAFT00000087497	
ENSCAFT00000012219	
ENSCAFT00000081400	
ENSCAFT00000066136	
ENSCAFT00000033182	
ENSCAFT00000081458	
ENSCAFT00000063107	
ENSCAFT00000036967	
ENSCAFT00000061116	
ENSCAFT00000086162	
ENSCAFT00000005591	
ENSCAFT00000031321	
ENSCAFT00000061683	
ENSCAFT00000070422	
ENSCAFT00000091461	
ENSCAFT00000048581	
ENSCAFT00000084856	
ENSCAFT00000053549	
ENSCAFT00000077970	
ENSCAFT00000003432	
ENSCAFT00000047208	
ENSCAFT00000073836	
ENSCAFT00000020352	
ENSCAFT00000017310	
ENSCAFT00000068015	
ENSCAFT00000065819	
ENSCAFT00000004356	
ENSCAFT00000075228	
ENSCAFT00000030044	
ENSCAFT00000015161	
ENSCAFT00000076219	
ENSCAFT00000003708	
ENSCAFT00000036760	
ENSCAFT00000041690	
ENSCAFT00000074484	
ENSCAFT00000007126	
ENSCAFT00000093908	
ENSCAFT00000080846	
ENSCAFT00000004764	
ENSCAFT00000048909	
ENSCAFT00000027699	
ENSCAFT00000087178	
ENSCAFT00000066309	
ENSCAFT00000075789	
ENSCAFT00000041290	
ENSCAFT00000043808	
ENSCAFT00000063702	
ENSCAFT00000081885	
ENSCAFT00000060778	
ENSCAFT00000022053	
ENSCAFT00000064707	
ENSCAFT00000087322	
ENSCAFT00000062276	
ENSCAFT00000050009	
ENSCAFT00000054687	
ENSCAFT00000092572	
ENSCAFT00000043656	
ENSCAFT00000072601	
ENSCAFT00000028273	
ENSCAFT00000040347	
ENSCAFT00000020362	
ENSCAFT00000062911	
ENSCAFT00000023278	
ENSCAFT00000014042	
ENSCAFT00000093213	
ENSCAFT00000068487	
ENSCAFT00000036728	
ENSCAFT00000042465	
ENSCAFT00000084414	
ENSCAFT00000082911	
ENSCAFT00000090464	
ENSCAFT00000085268	
ENSCAFT00000061781	
ENSCAFT00000073603	
ENSCAFT00000081576	
ENSCAFT00000067668	
ENSCAFT00000019977	
ENSCAFT00000074393	
ENSCAFT00000005535	
ENSCAFT00000075394	
ENSCAFT00000045389	
ENSCAFT00000031702	
ENSCAFT00000093625	
ENSCAFT00000029699	
ENSCAFT00000013421	
ENSCAFT00000064393	
ENSCAFT00000002474	NM_001003249
ENSCAFT00000078791	
ENSCAFT00000025065	
ENSCAFT00000020406	
ENSCAFT00000071440	
ENSCAFT00000085517	
ENSCAFT00000057467	
ENSCAFT00000066254	
ENSCAFT00000008116	
ENSCAFT00000091323	
ENSCAFT00000082210	
ENSCAFT00000089365	
ENSCAFT00000066146	
ENSCAFT00000016529	
ENSCAFT00000084663	
ENSCAFT00000082769	
ENSCAFT00000091704	
ENSCAFT00000045064	
ENSCAFT00000067219	
ENSCAFT00000074833	
ENSCAFT00000087800	
ENSCAFT00000091208	
ENSCAFT00000080675	
ENSCAFT00000071020	
ENSCAFT00000078348	
ENSCAFT00000064498	
ENSCAFT00000072040	
ENSCAFT00000028497	
ENSCAFT00000020246	
ENSCAFT00000082905	
ENSCAFT00000070865	
ENSCAFT00000084763	
ENSCAFT00000080399	
ENSCAFT00000089926	
ENSCAFT00000038759	
ENSCAFT00000010518	
ENSCAFT00000059760	
ENSCAFT00000093068	
ENSCAFT00000070257	
ENSCAFT00000011048	
ENSCAFT00000006605	
ENSCAFT00000008974	
ENSCAFT00000083733	
ENSCAFT00000021488	
ENSCAFT00000046958	
ENSCAFT00000065025	
ENSCAFT00000089549	
ENSCAFT00000021436	
ENSCAFT00000049973	
ENSCAFT00000079238	
ENSCAFT00000084675	
ENSCAFT00000034198	
ENSCAFT00000071073	
ENSCAFT00000093912	
ENSCAFT00000063217	
ENSCAFT00000068113	
ENSCAFT00000090913	
ENSCAFT00000088324	
ENSCAFT00000004352	
ENSCAFT00000090165	
ENSCAFT00000078378	
ENSCAFT00000062436	
ENSCAFT00000068386	
ENSCAFT00000051379	
ENSCAFT00000071901	
ENSCAFT00000083897	
ENSCAFT00000091505	
ENSCAFT00000064211	
ENSCAFT00000080976	
ENSCAFT00000062316	
ENSCAFT00000065762	
ENSCAFT00000022259	
ENSCAFT00000037946	
ENSCAFT00000067154	
ENSCAFT00000071135	
ENSCAFT00000011495	
ENSCAFT00000060655	
ENSCAFT00000021498	
ENSCAFT00000093311	
ENSCAFT00000059983	
ENSCAFT00000053730	
ENSCAFT00000075169	
ENSCAFT00000063552	
ENSCAFT00000082001	
ENSCAFT00000077618	
ENSCAFT00000057567	
ENSCAFT00000045483	
ENSCAFT00000043435	
ENSCAFT00000081300	
ENSCAFT00000063193	
ENSCAFT00000040630	
ENSCAFT00000090196	
ENSCAFT00000072502	
ENSCAFT00000026984	
ENSCAFT00000083068	
ENSCAFT00000068921	
ENSCAFT00000079155	
ENSCAFT00000015953	
ENSCAFT00000017940	
ENSCAFT00000029053	
ENSCAFT00000066864	
ENSCAFT00000040216	
ENSCAFT00000009515	
ENSCAFT00000063761	
ENSCAFT00000028506	
ENSCAFT00000081410	
ENSCAFT00000059917	
ENSCAFT00000084172	
ENSCAFT00000066812	
ENSCAFT00000087216	
ENSCAFT00000086990	
ENSCAFT00000064556	
ENSCAFT00000087748	
ENSCAFT00000073757	
ENSCAFT00000061928	
ENSCAFT00000048251	
ENSCAFT00000088453	
ENSCAFT00000091588	
ENSCAFT00000002514	
ENSCAFT00000084759	
ENSCAFT00000083665	
ENSCAFT00000069472	
ENSCAFT00000046243	
ENSCAFT00000030056	
ENSCAFT00000083495	
ENSCAFT00000045789	NM_001128064
ENSCAFT00000060686	
ENSCAFT00000037401	
ENSCAFT00000043737	
ENSCAFT00000028286	
ENSCAFT00000074090	
ENSCAFT00000060053	
ENSCAFT00000093391	
ENSCAFT00000027955	
ENSCAFT00000065832	
ENSCAFT00000044736	
ENSCAFT00000048259	
ENSCAFT00000012122	
ENSCAFT00000001222	NM_001003093
ENSCAFT00000091252	
ENSCAFT00000064297	
ENSCAFT00000067345	
ENSCAFT00000083346	
ENSCAFT00000077841	
ENSCAFT00000014092	
ENSCAFT00000052985	
ENSCAFT00000074168	
ENSCAFT00000079255	
ENSCAFT00000050677	
ENSCAFT00000068470	
ENSCAFT00000017593	
ENSCAFT00000075315	
ENSCAFT00000063722	
ENSCAFT00000077284	
ENSCAFT00000036328	
ENSCAFT00000042367	
ENSCAFT00000046482	
ENSCAFT00000087273	
ENSCAFT00000070942	
ENSCAFT00000021519	
ENSCAFT00000025896	
ENSCAFT00000028390	
ENSCAFT00000079117	
ENSCAFT00000084243	
ENSCAFT00000075797	
ENSCAFT00000064650	
ENSCAFT00000061591	
ENSCAFT00000034737	
ENSCAFT00000060342	
ENSCAFT00000068429	
ENSCAFT00000082595	
ENSCAFT00000062932	
ENSCAFT00000055986	
ENSCAFT00000091772	
ENSCAFT00000069502	
ENSCAFT00000033295	
ENSCAFT00000009048	
ENSCAFT00000060462	
ENSCAFT00000038120	
ENSCAFT00000083848	
ENSCAFT00000024042	
ENSCAFT00000082413	
ENSCAFT00000013368	
ENSCAFT00000088649	
ENSCAFT00000069821	
ENSCAFT00000033243	
ENSCAFT00000093876	
ENSCAFT00000018146	
ENSCAFT00000073601	
ENSCAFT00000089937	
ENSCAFT00000080353	
ENSCAFT00000082631	
ENSCAFT00000060075	
ENSCAFT00000076268	
ENSCAFT00000093597	
ENSCAFT00000092097	
ENSCAFT00000078162	
ENSCAFT00000028498	
ENSCAFT00000084019	
ENSCAFT00000035046	
ENSCAFT00000069072	
ENSCAFT00000052669	
ENSCAFT00000070769	
ENSCAFT00000069479	
ENSCAFT00000070939	
ENSCAFT00000027954	
ENSCAFT00000031322	
ENSCAFT00000085609	
ENSCAFT00000064972	
ENSCAFT00000008959	
ENSCAFT00000076480	
ENSCAFT00000019798	
ENSCAFT00000047189	
ENSCAFT00000003513	
ENSCAFT00000002821	
ENSCAFT00000065895	
ENSCAFT00000077210	
ENSCAFT00000012508	
ENSCAFT00000092199	
ENSCAFT00000073905	
ENSCAFT00000063891	
ENSCAFT00000093156	
ENSCAFT00000001726	
ENSCAFT00000060581	
ENSCAFT00000044055	
ENSCAFT00000039932	
ENSCAFT00000077432	
ENSCAFT00000067853	
ENSCAFT00000032550	
ENSCAFT00000077791	
ENSCAFT00000089763	
ENSCAFT00000075807	
ENSCAFT00000061198	
ENSCAFT00000020435	
ENSCAFT00000072994	
ENSCAFT00000026862	
ENSCAFT00000009086	
ENSCAFT00000089838	
ENSCAFT00000024017	
ENSCAFT00000087992	
ENSCAFT00000010647	
ENSCAFT00000002234	
ENSCAFT00000029797	
ENSCAFT00000062705	
ENSCAFT00000015402	
ENSCAFT00000086212	
ENSCAFT00000010560	
ENSCAFT00000049160	
ENSCAFT00000008120	
ENSCAFT00000030833	
ENSCAFT00000001550	
ENSCAFT00000001656	NM_001003246
ENSCAFT00000077285	
ENSCAFT00000067751	
ENSCAFT00000045027	
ENSCAFT00000009344	
ENSCAFT00000083114	
ENSCAFT00000084035	
ENSCAFT00000093085	
ENSCAFT00000076754	
ENSCAFT00000060963	
ENSCAFT00000061985	
ENSCAFT00000075958	
ENSCAFT00000019203	
ENSCAFT00000014115	
ENSCAFT00000091908	
ENSCAFT00000076060	
ENSCAFT00000036527	
ENSCAFT00000061371	
ENSCAFT00000079455	
ENSCAFT00000063684	
ENSCAFT00000011524	
ENSCAFT00000078951	
ENSCAFT00000084396	
ENSCAFT00000083678	
ENSCAFT00000083360	
ENSCAFT00000086442	
ENSCAFT00000072578	
ENSCAFT00000043454	
ENSCAFT00000062367	
ENSCAFT00000034599	
ENSCAFT00000016995	
ENSCAFT00000058153	
ENSCAFT00000037287	
ENSCAFT00000083804	
ENSCAFT00000086784	
ENSCAFT00000002643	NM_001110767
ENSCAFT00000051396	
ENSCAFT00000089154	
ENSCAFT00000017515	
ENSCAFT00000066931	
ENSCAFT00000088694	
ENSCAFT00000072531	
ENSCAFT00000065478	
ENSCAFT00000091272	
ENSCAFT00000008416	
ENSCAFT00000090472	
ENSCAFT00000078478	
ENSCAFT00000031326	
ENSCAFT00000075575	
ENSCAFT00000001724	
ENSCAFT00000082315	
ENSCAFT00000048126	
ENSCAFT00000090240	
ENSCAFT00000032391	
ENSCAFT00000093748	
ENSCAFT00000043261	
ENSCAFT00000069652	
ENSCAFT00000085342	
ENSCAFT00000063502	
ENSCAFT00000082379	
ENSCAFT00000074375	
ENSCAFT00000090152	
ENSCAFT00000019992	
ENSCAFT00000060022	
ENSCAFT00000062617	
ENSCAFT00000003099	
ENSCAFT00000013427	
ENSCAFT00000029712	
ENSCAFT00000071327	
ENSCAFT00000081563	
ENSCAFT00000011091	
ENSCAFT00000074686	
ENSCAFT00000084716	
ENSCAFT00000067047	
ENSCAFT00000069029	
ENSCAFT00000014136	
ENSCAFT00000030883	NM_001006650
ENSCAFT00000051982	
ENSCAFT00000026895	
ENSCAFT00000055848	
ENSCAFT00000083407	
ENSCAFT00000043791	
ENSCAFT00000021173	
ENSCAFT00000002841	
ENSCAFT00000086335	
ENSCAFT00000038324	
ENSCAFT00000032897	
ENSCAFT00000087894	
ENSCAFT00000083625	
ENSCAFT00000086994	
ENSCAFT00000064558	
ENSCAFT00000093732	
ENSCAFT00000089520	
ENSCAFT00000054095	
ENSCAFT00000059724	
ENSCAFT00000051247	
ENSCAFT00000059124	
ENSCAFT00000063718	
ENSCAFT00000063463	
ENSCAFT00000050874	
ENSCAFT00000053426	
ENSCAFT00000080333	
ENSCAFT00000040875	
ENSCAFT00000082418	
ENSCAFT00000066077	
ENSCAFT00000016545	
ENSCAFT00000018140	
ENSCAFT00000065216	
ENSCAFT00000023812	
ENSCAFT00000093495	
ENSCAFT00000056644	
ENSCAFT00000054955	
ENSCAFT00000074306	
ENSCAFT00000062421	
ENSCAFT00000061147	
ENSCAFT00000047884	
ENSCAFT00000045428	
ENSCAFT00000080312	
ENSCAFT00000061911	
ENSCAFT00000051086	
ENSCAFT00000012128	
ENSCAFT00000039809	
ENSCAFT00000024046	
ENSCAFT00000028297	
ENSCAFT00000027960	NM_001252367
ENSCAFT00000038959	
ENSCAFT00000038474	
ENSCAFT00000077219	
ENSCAFT00000092138	
ENSCAFT00000075802	
ENSCAFT00000043274	
ENSCAFT00000079769	
ENSCAFT00000025637	
ENSCAFT00000082127	
ENSCAFT00000055003	
ENSCAFT00000066666	
ENSCAFT00000021445	
ENSCAFT00000067719	
ENSCAFT00000086008	
ENSCAFT00000091349	
ENSCAFT00000082970	
ENSCAFT00000071511	
ENSCAFT00000089621	
ENSCAFT00000001730	
ENSCAFT00000029717	
ENSCAFT00000046366	
ENSCAFT00000020025	
ENSCAFT00000060409	
ENSCAFT00000024048	
ENSCAFT00000091848	
ENSCAFT00000078908	
ENSCAFT00000060728	
ENSCAFT00000002443	
ENSCAFT00000016814	
ENSCAFT00000070149	
ENSCAFT00000060083	
ENSCAFT00000012518	
ENSCAFT00000031344	
ENSCAFT00000047596	
ENSCAFT00000002842	
ENSCAFT00000073202	
ENSCAFT00000067839	
ENSCAFT00000083780	
ENSCAFT00000021062	
ENSCAFT00000022280	
ENSCAFT00000091475	
ENSCAFT00000017602	
ENSCAFT00000093354	
ENSCAFT00000001658	
ENSCAFT00000069290	
ENSCAFT00000061637	
ENSCAFT00000077357	
ENSCAFT00000021534	
ENSCAFT00000009064	
ENSCAFT00000028523	
ENSCAFT00000016577	
ENSCAFT00000075350	
ENSCAFT00000043554	
ENSCAFT00000064352	
ENSCAFT00000076262	
ENSCAFT00000025161	
ENSCAFT00000003710	
ENSCAFT00000082009	
ENSCAFT00000029805	
ENSCAFT00000009354	
ENSCAFT00000003107	
ENSCAFT00000066832	
ENSCAFT00000078826	
ENSCAFT00000090278	
ENSCAFT00000076269	
ENSCAFT00000000131	
ENSCAFT00000042748	
ENSCAFT00000046092	
ENSCAFT00000029069	
ENSCAFT00000083623	
ENSCAFT00000080316	
ENSCAFT00000054925	
ENSCAFT00000061164	
ENSCAFT00000079809	
ENSCAFT00000037076	
ENSCAFT00000075826	
ENSCAFT00000012242	
ENSCAFT00000086386	
ENSCAFT00000040476	
ENSCAFT00000077975	NM_001003252
ENSCAFT00000070245	
ENSCAFT00000081555	
ENSCAFT00000060924	
ENSCAFT00000062442	
ENSCAFT00000084867	
ENSCAFT00000091637	
ENSCAFT00000041122	
ENSCAFT00000015165	
ENSCAFT00000024055	NM_001003182
ENSCAFT00000093432	
ENSCAFT00000065965	
ENSCAFT00000021447	
ENSCAFT00000045678	
ENSCAFT00000003534	
ENSCAFT00000063317	
ENSCAFT00000070474	
ENSCAFT00000026915	
ENSCAFT00000048772	
ENSCAFT00000032396	
ENSCAFT00000077662	
ENSCAFT00000061111	
ENSCAFT00000004362	NM_001003331
ENSCAFT00000043208	
ENSCAFT00000087453	
ENSCAFT00000071637	
ENSCAFT00000036926	
ENSCAFT00000088391	
ENSCAFT00000039771	
ENSCAFT00000046264	
ENSCAFT00000044292	
ENSCAFT00000018154	NM_001003077
ENSCAFT00000015861	
ENSCAFT00000030086	
ENSCAFT00000045749	
ENSCAFT00000019808	NM_001003188
ENSCAFT00000031071	
ENSCAFT00000070814	
ENSCAFT00000089565	
ENSCAFT00000036036	
ENSCAFT00000060140	
ENSCAFT00000084738	
ENSCAFT00000092840	
ENSCAFT00000076887	
ENSCAFT00000053745	
ENSCAFT00000064296	
ENSCAFT00000048808	
ENSCAFT00000004775	
ENSCAFT00000085647	
ENSCAFT00000080602	
ENSCAFT00000023304	
ENSCAFT00000000490	
ENSCAFT00000042306	
ENSCAFT00000091870	
ENSCAFT00000075825	
ENSCAFT00000017559	
ENSCAFT00000002441	
ENSCAFT00000088161	
ENSCAFT00000072063	
ENSCAFT00000033401	
ENSCAFT00000061175	
ENSCAFT00000014414	NM_001006951
ENSCAFT00000028368	
ENSCAFT00000035044	
ENSCAFT00000048139	
ENSCAFT00000076905	
ENSCAFT00000064988	
ENSCAFT00000082654	
ENSCAFT00000075903	
ENSCAFT00000092327	
ENSCAFT00000016581	
ENSCAFT00000068265	
ENSCAFT00000090808	
ENSCAFT00000003981	
ENSCAFT00000089807	
ENSCAFT00000065539	
ENSCAFT00000040631	
ENSCAFT00000062689	
ENSCAFT00000076507	
ENSCAFT00000071491	
ENSCAFT00000089980	
ENSCAFT00000032397	
ENSCAFT00000087333	
ENSCAFT00000040104	
ENSCAFT00000033497	
ENSCAFT00000003716	
ENSCAFT00000062273	
ENSCAFT00000073693	
ENSCAFT00000066648	
ENSCAFT00000012524	
ENSCAFT00000089111	
ENSCAFT00000079021	
ENSCAFT00000003130	
ENSCAFT00000079026	
ENSCAFT00000078582	
ENSCAFT00000039755	
ENSCAFT00000080150	
ENSCAFT00000070963	
ENSCAFT00000081369	
ENSCAFT00000066376	
ENSCAFT00000017510	
ENSCAFT00000036188	
ENSCAFT00000053601	
ENSCAFT00000082485	
ENSCAFT00000066221	
ENSCAFT00000062876	
ENSCAFT00000043534	
ENSCAFT00000011122	
ENSCAFT00000023469	
ENSCAFT00000070468	
ENSCAFT00000092272	
ENSCAFT00000014146	
ENSCAFT00000051812	
ENSCAFT00000043226	
ENSCAFT00000074458	
ENSCAFT00000060708	
ENSCAFT00000076979	
ENSCAFT00000080409	
ENSCAFT00000075564	
ENSCAFT00000062710	
ENSCAFT00000075410	
ENSCAFT00000065094	
ENSCAFT00000048812	
ENSCAFT00000084629	
ENSCAFT00000080260	
ENSCAFT00000040222	
ENSCAFT00000081827	
ENSCAFT00000067613	
ENSCAFT00000077124	
ENSCAFT00000081735	
ENSCAFT00000085998	
ENSCAFT00000080768	
ENSCAFT00000066952	
ENSCAFT00000015461	NM_001204235
ENSCAFT00000003561	
ENSCAFT00000028530	
ENSCAFT00000072525	
ENSCAFT00000084558	
ENSCAFT00000008963	
ENSCAFT00000035022	
ENSCAFT00000021538	
ENSCAFT00000067878	
ENSCAFT00000081845	
ENSCAFT00000065531	
ENSCAFT00000067885	
ENSCAFT00000022282	
ENSCAFT00000074013	
ENSCAFT00000045962	
ENSCAFT00000087896	
ENSCAFT00000028371	
ENSCAFT00000068578	
ENSCAFT00000014350	
ENSCAFT00000044096	
ENSCAFT00000040121	
ENSCAFT00000090469	
ENSCAFT00000008290	
ENSCAFT00000002521	
ENSCAFT00000088618	
ENSCAFT00000013379	
ENSCAFT00000029725	
ENSCAFT00000064401	
ENSCAFT00000078461	
ENSCAFT00000015885	
ENSCAFT00000081155	
ENSCAFT00000068161	
ENSCAFT00000024431	
ENSCAFT00000062032	
ENSCAFT00000084657	
ENSCAFT00000074064	
ENSCAFT00000049702	
ENSCAFT00000035409	
ENSCAFT00000048192	
ENSCAFT00000044847	
ENSCAFT00000040704	
ENSCAFT00000092690	
ENSCAFT00000092992	
ENSCAFT00000017994	
ENSCAFT00000023318	
ENSCAFT00000070572	
ENSCAFT00000089362	
ENSCAFT00000056927	
ENSCAFT00000077113	
ENSCAFT00000090226	
ENSCAFT00000080702	
ENSCAFT00000034075	
ENSCAFT00000092466	
ENSCAFT00000065724	
ENSCAFT00000077680	
ENSCAFT00000070628	
ENSCAFT00000051175	
ENSCAFT00000092661	
ENSCAFT00000078760	
ENSCAFT00000047698	
ENSCAFT00000093675	
ENSCAFT00000062066	
ENSCAFT00000065355	
ENSCAFT00000031350	
ENSCAFT00000062955	
ENSCAFT00000035122	
ENSCAFT00000030111	
ENSCAFT00000046221	
ENSCAFT00000021211	
ENSCAFT00000079646	
ENSCAFT00000009190	
ENSCAFT00000091026	
ENSCAFT00000083841	
ENSCAFT00000088647	
ENSCAFT00000045780	
ENSCAFT00000047281	
ENSCAFT00000040371	
ENSCAFT00000090930	
ENSCAFT00000006626	
ENSCAFT00000045353	
ENSCAFT00000065654	
ENSCAFT00000037808	
ENSCAFT00000093623	
ENSCAFT00000043225	
ENSCAFT00000028536	
ENSCAFT00000046270	
ENSCAFT00000017503	
ENSCAFT00000085383	
ENSCAFT00000019320	
ENSCAFT00000079110	
ENSCAFT00000044986	
ENSCAFT00000081620	
ENSCAFT00000076146	
ENSCAFT00000016823	NM_001080898
ENSCAFT00000018172	
ENSCAFT00000069040	
ENSCAFT00000010598	
ENSCAFT00000008433	
ENSCAFT00000084346	
ENSCAFT00000066759	
ENSCAFT00000082978	
ENSCAFT00000033523	
ENSCAFT00000033067	
ENSCAFT00000040690	
ENSCAFT00000076991	
ENSCAFT00000076045	
ENSCAFT00000074431	
ENSCAFT00000092732	
ENSCAFT00000093288	
ENSCAFT00000070677	
ENSCAFT00000073543	
ENSCAFT00000002558	
ENSCAFT00000032398	
ENSCAFT00000092832	
ENSCAFT00000029729	
ENSCAFT00000081713	
ENSCAFT00000073784	
ENSCAFT00000002041	NM_001197157
ENSCAFT00000080672	
ENSCAFT00000085889	
ENSCAFT00000043255	
ENSCAFT00000066837	
ENSCAFT00000081029	
ENSCAFT00000000493	
ENSCAFT00000020487	
ENSCAFT00000063177	
ENSCAFT00000045864	
ENSCAFT00000000132	NM_001103216
ENSCAFT00000076215	
ENSCAFT00000090155	
ENSCAFT00000083075	
ENSCAFT00000071018	
ENSCAFT00000067417	
ENSCAFT00000072591	
ENSCAFT00000075246	
ENSCAFT00000089173	
ENSCAFT00000087194	
ENSCAFT00000066807	
ENSCAFT00000052664	
ENSCAFT00000090432	
ENSCAFT00000017507	
ENSCAFT00000074482	
ENSCAFT00000075081	
ENSCAFT00000085803	
ENSCAFT00000023331	
ENSCAFT00000069719	
ENSCAFT00000072571	
ENSCAFT00000067408	
ENSCAFT00000061970	
ENSCAFT00000073830	
ENSCAFT00000044520	
ENSCAFT00000071101	
ENSCAFT00000083143	
ENSCAFT00000072300	
ENSCAFT00000075725	
ENSCAFT00000021458	
ENSCAFT00000076711	
ENSCAFT00000036110	
ENSCAFT00000074650	
ENSCAFT00000079994	
ENSCAFT00000090254	
ENSCAFT00000083115	
ENSCAFT00000086616	
ENSCAFT00000048869	
ENSCAFT00000075601	
ENSCAFT00000083552	
ENSCAFT00000073187	
ENSCAFT00000093971	
ENSCAFT00000061671	
ENSCAFT00000035113	
ENSCAFT00000015169	
ENSCAFT00000089029	
ENSCAFT00000060585	
ENSCAFT00000081176	
ENSCAFT00000075840	
ENSCAFT00000005532	
ENSCAFT00000000021	
ENSCAFT00000009591	
ENSCAFT00000091904	
ENSCAFT00000025657	
ENSCAFT00000090292	
ENSCAFT00000020375	NM_001134951
ENSCAFT00000037980	
ENSCAFT00000079378	
ENSCAFT00000093255	
ENSCAFT00000011799	
ENSCAFT00000075184	
ENSCAFT00000048839	
ENSCAFT00000012144	
ENSCAFT00000078848	
ENSCAFT00000020769	
ENSCAFT00000030113	
ENSCAFT00000000811	
ENSCAFT00000044593	
ENSCAFT00000032691	
ENSCAFT00000084885	
ENSCAFT00000089636	
ENSCAFT00000067964	
ENSCAFT00000047447	
ENSCAFT00000035066	
ENSCAFT00000060394	
ENSCAFT00000036247	
ENSCAFT00000071590	
ENSCAFT00000079140	
ENSCAFT00000077875	
ENSCAFT00000086233	
ENSCAFT00000085275	
ENSCAFT00000014420	
ENSCAFT00000071502	
ENSCAFT00000046523	
ENSCAFT00000028542	
ENSCAFT00000064688	
ENSCAFT00000089569	
ENSCAFT00000061693	
ENSCAFT00000077941	
ENSCAFT00000082323	
ENSCAFT00000023910	
ENSCAFT00000010653	
ENSCAFT00000086753	
ENSCAFT00000047430	
ENSCAFT00000041281	
ENSCAFT00000074524	
ENSCAFT00000036393	
ENSCAFT00000055666	
ENSCAFT00000006570	
ENSCAFT00000076066	
ENSCAFT00000023632	
ENSCAFT00000085708	
ENSCAFT00000084493	
ENSCAFT00000066117	
ENSCAFT00000064935	
ENSCAFT00000028200	
ENSCAFT00000012561	
ENSCAFT00000001749	
ENSCAFT00000049689	
ENSCAFT00000016864	
ENSCAFT00000089950	
ENSCAFT00000072118	
ENSCAFT00000092858	
ENSCAFT00000061235	
ENSCAFT00000020750	
ENSCAFT00000059506	
ENSCAFT00000073625	
ENSCAFT00000074769	
ENSCAFT00000089018	
ENSCAFT00000049294	
ENSCAFT00000072157	
ENSCAFT00000030321	
ENSCAFT00000056158	
ENSCAFT00000089783	
ENSCAFT00000067303	
ENSCAFT00000090826	
ENSCAFT00000058745	
ENSCAFT00000093839	
ENSCAFT00000091818	
ENSCAFT00000068620	
ENSCAFT00000078318	
ENSCAFT00000093025	
ENSCAFT00000074881	
ENSCAFT00000083977	
ENSCAFT00000052588	
ENSCAFT00000072124	
ENSCAFT00000029078	
ENSCAFT00000053078	
ENSCAFT00000060514	
ENSCAFT00000042093	
ENSCAFT00000083347	
ENSCAFT00000024066	
ENSCAFT00000005191	
ENSCAFT00000017486	
ENSCAFT00000018180	
ENSCAFT00000078754	
ENSCAFT00000055083	
ENSCAFT00000087660	
ENSCAFT00000081905	
ENSCAFT00000082586	
ENSCAFT00000061263	
ENSCAFT00000024441	
ENSCAFT00000049878	
ENSCAFT00000069397	
ENSCAFT00000053344	
ENSCAFT00000071686	
ENSCAFT00000077330	
ENSCAFT00000089692	
ENSCAFT00000077800	
ENSCAFT00000046001	
ENSCAFT00000068717	
ENSCAFT00000089438	
ENSCAFT00000057678	
ENSCAFT00000060552	
ENSCAFT00000048157	
ENSCAFT00000086413	
ENSCAFT00000072522	
ENSCAFT00000093335	
ENSCAFT00000087978	
ENSCAFT00000043231	
ENSCAFT00000075563	
ENSCAFT00000003142	
