enst_id	ensp_id	ensembl_protein_length	ccds_id	biomart_uniprot_id	uniprot_id_with_isoform	is_matched	final_uniprot_id
ENSCAFT00000010092	ENSCAFP00000009362	274.0	CCDS13055			True	
ENSCAFT00000010092	ENSCAFP00000009362	274.0	CCDS13056			True	
ENSCAFT00000010092	ENSCAFP00000009362	274.0				True	
ENSCAFT00000010093	ENSCAFP00000073845	89.0				True	
ENSCAFT00000010094	ENSCAFP00000009363	2253.0				True	
ENSCAFT00000010094	ENSCAFP00000009363	2253.0	CCDS9278			True	
ENSCAFT00000010096	ENSCAFP00000009365	418.0	CCDS46916			True	
ENSCAFT00000010096	ENSCAFP00000009365	418.0	CCDS77818			True	
ENSCAFT00000010096	ENSCAFP00000009365	418.0	CCDS3073			True	
ENSCAFT00000010096	ENSCAFP00000009365	418.0				True	
ENSCAFT00000010097	ENSCAFP00000009366	289.0				True	
ENSCAFT00000010097	ENSCAFP00000009366	289.0	CCDS4272			True	
ENSCAFT00000010100	ENSCAFP00000009369	208.0				True	
ENSCAFT00000010100	ENSCAFP00000009369	208.0	CCDS4273			True	
ENSCAFT00000010101			CCDS4274			True	
ENSCAFT00000010101						True	
ENSCAFT00000010101			CCDS47296			True	
ENSCAFT00000010102	ENSCAFP00000009371	753.0	CCDS55121			True	
ENSCAFT00000010102	ENSCAFP00000009371	753.0				True	
ENSCAFT00000010102	ENSCAFP00000009371	753.0	CCDS34674			True	
ENSCAFT00000010103	ENSCAFP00000009372	487.0				True	
ENSCAFT00000010103	ENSCAFP00000009372	487.0	CCDS31391			True	
ENSCAFT00000010103	ENSCAFP00000009372	487.0	CCDS31388			True	
ENSCAFT00000010104	ENSCAFP00000009373	461.0	CCDS31389			True	
ENSCAFT00000010104	ENSCAFP00000009373	461.0				True	
ENSCAFT00000010104	ENSCAFP00000009373	461.0	CCDS31390			True	
ENSCAFT00000010104	ENSCAFP00000009373	461.0	CCDS55738			True	
ENSCAFT00000010105	ENSCAFP00000009374	526.0	CCDS60514			True	
ENSCAFT00000010105	ENSCAFP00000009374	526.0	CCDS73088			True	
ENSCAFT00000010105	ENSCAFP00000009374	526.0	CCDS44372			True	
ENSCAFT00000010105	ENSCAFP00000009374	526.0	CCDS73089			True	
ENSCAFT00000010105	ENSCAFP00000009374	526.0	CCDS31182			True	
ENSCAFT00000010105	ENSCAFP00000009374	526.0				True	
ENSCAFT00000010105	ENSCAFP00000009374	526.0	CCDS7198			True	
ENSCAFT00000010105	ENSCAFP00000009374	526.0				True	
ENSCAFT00000010109	ENSCAFP00000009377	605.0	CCDS9051			True	
ENSCAFT00000010109	ENSCAFP00000009377	605.0	CCDS44953			True	
ENSCAFT00000010109	ENSCAFP00000009377	605.0				True	
ENSCAFT00000010109	ENSCAFP00000009377	605.0	CCDS41821			True	
ENSCAFT00000010112	ENSCAFP00000009380	478.0	CCDS31388			True	
ENSCAFT00000010112	ENSCAFP00000009380	478.0				True	
ENSCAFT00000010112	ENSCAFP00000009380	478.0	CCDS31391			True	
ENSCAFT00000010113	ENSCAFP00000009381	448.0	CCDS9530			True	
ENSCAFT00000010113	ENSCAFP00000009381	448.0				True	
ENSCAFT00000010113	ENSCAFP00000009381	448.0	CCDS81783			True	
ENSCAFT00000010114	ENSCAFP00000009382	486.0	CCDS81783			True	
ENSCAFT00000010114	ENSCAFP00000009382	486.0				True	
ENSCAFT00000010114	ENSCAFP00000009382	486.0	CCDS9530			True	
ENSCAFT00000010118	ENSCAFP00000009386	312.0				True	
ENSCAFT00000010121	ENSCAFP00000009388	2946.0	CCDS45026			True	
ENSCAFT00000010121	ENSCAFP00000009388	2946.0				True	
ENSCAFT00000010121	ENSCAFP00000009388	2946.0	CCDS55894			True	
ENSCAFT00000010123	ENSCAFP00000009390	485.0				True	
ENSCAFT00000010123	ENSCAFP00000009390	485.0	CCDS41612			True	
ENSCAFT00000010124	ENSCAFP00000009391	359.0	CCDS9353			True	
ENSCAFT00000010127	ENSCAFP00000009394	342.0				True	
ENSCAFT00000010127	ENSCAFP00000009394	342.0	CCDS1797			True	
ENSCAFT00000010131						True	
ENSCAFT00000010133	ENSCAFP00000051064	70.0				True	
ENSCAFT00000010134	ENSCAFP00000009401	1100.0				True	
ENSCAFT00000010134	ENSCAFP00000009401	1100.0	CCDS58812			True	
ENSCAFT00000010134	ENSCAFP00000009401	1100.0	CCDS74887			True	
ENSCAFT00000010134	ENSCAFP00000009401	1100.0	CCDS2556			True	
ENSCAFT00000010146						True	
ENSCAFT00000010149	ENSCAFP00000009415	369.0	CCDS9532			True	
ENSCAFT00000010149	ENSCAFP00000009415	369.0				True	
ENSCAFT00000010149	ENSCAFP00000009415	369.0	CCDS58302			True	
ENSCAFT00000010149	ENSCAFP00000009415	369.0	CCDS58301			True	
ENSCAFT00000010151	ENSCAFP00000009417	430.0	CCDS31930			True	
ENSCAFT00000010151	ENSCAFP00000009417	430.0	CCDS31935			True	
ENSCAFT00000010151	ENSCAFP00000009417	430.0	CCDS31932			True	
ENSCAFT00000010151	ENSCAFP00000009417	430.0	CCDS31931			True	
ENSCAFT00000010151	ENSCAFP00000009417	430.0	CCDS31933			True	
ENSCAFT00000010151	ENSCAFP00000009417	430.0	CCDS31934			True	
ENSCAFT00000010151	ENSCAFP00000009417	430.0	CCDS73548			True	
ENSCAFT00000010151	ENSCAFP00000009417	430.0	CCDS61286			True	
ENSCAFT00000010153						True	
ENSCAFT00000010155	ENSCAFP00000009421	953.0				True	
ENSCAFT00000010155	ENSCAFP00000009421	953.0	CCDS6093			True	
ENSCAFT00000010155	ENSCAFP00000009421	953.0	CCDS83279			True	
ENSCAFT00000010156	ENSCAFP00000009422	356.0				True	
ENSCAFT00000010156	ENSCAFP00000009422	356.0	CCDS45025			True	
ENSCAFT00000010156	ENSCAFP00000009422	356.0	CCDS9352			True	
ENSCAFT00000010157	ENSCAFP00000009423	5172.0				True	
ENSCAFT00000010157	ENSCAFP00000009423	5172.0	CCDS47631			True	
ENSCAFT00000010157	ENSCAFP00000009423	5172.0	CCDS47630			True	
ENSCAFT00000010160	ENSCAFP00000009426	719.0	CCDS4277			True	
ENSCAFT00000010160	ENSCAFP00000009426	719.0	CCDS47297			True	
ENSCAFT00000010160	ENSCAFP00000009426	719.0	CCDS87332			True	
ENSCAFT00000010160	ENSCAFP00000009426	719.0				True	
ENSCAFT00000010161	ENSCAFP00000056110	162.0				True	
ENSCAFT00000010164	ENSCAFP00000009428	317.0				True	
ENSCAFT00000010177	ENSCAFP00000009440	2240.0				True	
ENSCAFT00000010177	ENSCAFP00000009440	2240.0	CCDS33857			True	
ENSCAFT00000010178	ENSCAFP00000009441	298.0				True	
ENSCAFT00000010182	ENSCAFP00000009445	326.0				True	
ENSCAFT00000010185	ENSCAFP00000009448	330.0				True	
ENSCAFT00000010186	ENSCAFP00000009449	604.0				True	
ENSCAFT00000010186	ENSCAFP00000009449	604.0	CCDS81755			True	
ENSCAFT00000010186	ENSCAFP00000009449	604.0	CCDS41866			True	
ENSCAFT00000010189	ENSCAFP00000009452	323.0	CCDS31395			True	
ENSCAFT00000010190	ENSCAFP00000009453	155.0	CCDS6091			True	
ENSCAFT00000010191	ENSCAFP00000009454	321.0				True	
ENSCAFT00000010193	ENSCAFP00000009456	591.0				True	
ENSCAFT00000010195	ENSCAFP00000009458	312.0				True	
ENSCAFT00000010199	ENSCAFP00000009462	323.0				True	
ENSCAFT00000010200	ENSCAFP00000009463	151.0				True	
ENSCAFT00000010200	ENSCAFP00000009463	151.0	CCDS46262			True	
ENSCAFT00000010201	ENSCAFP00000035190	314.0				True	
ENSCAFT00000010203	ENSCAFP00000009465	315.0	CCDS31815			True	
ENSCAFT00000010207	ENSCAFP00000009468	781.0	CCDS34258			True	
ENSCAFT00000010207	ENSCAFP00000009468	781.0	CCDS47298			True	
ENSCAFT00000010207	ENSCAFP00000009468	781.0				True	
ENSCAFT00000010207	ENSCAFP00000009468	781.0	CCDS4278			True	
ENSCAFT00000010208						True	
ENSCAFT00000010208			CCDS46263			True	
ENSCAFT00000010209	ENSCAFP00000070274	272.0				True	
ENSCAFT00000010210			CCDS31398			True	
ENSCAFT00000010211	ENSCAFP00000009472	729.0	CCDS86363			True	
ENSCAFT00000010211	ENSCAFP00000009472	729.0				True	
ENSCAFT00000010211	ENSCAFP00000009472	729.0	CCDS73604			True	
ENSCAFT00000010211	ENSCAFP00000009472	729.0	CCDS9533			True	
ENSCAFT00000010211	ENSCAFP00000009472	729.0	CCDS41908			True	
ENSCAFT00000010212						True	
ENSCAFT00000010213	ENSCAFP00000041833	266.0				True	
ENSCAFT00000010214	ENSCAFP00000009475	507.0				True	
ENSCAFT00000010214	ENSCAFP00000009475	507.0	CCDS6090			True	
ENSCAFT00000010214	ENSCAFP00000009475	507.0	CCDS83276			True	
ENSCAFT00000010215						True	
ENSCAFT00000010215			CCDS31878			True	
ENSCAFT00000010216	ENSCAFP00000009477	319.0				True	
ENSCAFT00000010217	ENSCAFP00000009478	662.0				True	
ENSCAFT00000010217	ENSCAFP00000009478	662.0	CCDS9277			True	
ENSCAFT00000010218	ENSCAFP00000009479	320.0				True	
ENSCAFT00000010220	ENSCAFP00000009481	1122.0				True	
ENSCAFT00000010220	ENSCAFP00000009481	1122.0	CCDS9349			True	
ENSCAFT00000010220	ENSCAFP00000009481	1122.0	CCDS9348			True	
ENSCAFT00000010220	ENSCAFP00000009481	1122.0	CCDS9350			True	
ENSCAFT00000010222	ENSCAFP00000009483	620.0				True	
ENSCAFT00000010222	ENSCAFP00000009483	620.0	CCDS41865			True	
ENSCAFT00000010223	ENSCAFP00000033027	323.0	CCDS31399			True	
ENSCAFT00000010224			CCDS64277			True	
ENSCAFT00000010224						True	
ENSCAFT00000010224			CCDS4279			True	
ENSCAFT00000010228			CCDS9347			True	
ENSCAFT00000010228						True	
ENSCAFT00000010230						True	
ENSCAFT00000010231	ENSCAFP00000009491	428.0	CCDS34260			True	
ENSCAFT00000010232						True	
ENSCAFT00000010234	ENSCAFP00000009494	413.0				True	
ENSCAFT00000010234	ENSCAFP00000009494	413.0	CCDS41909			True	
ENSCAFT00000010236	ENSCAFP00000009496	320.0				True	
ENSCAFT00000010236	ENSCAFP00000009496	320.0	CCDS53597			True	
ENSCAFT00000010236	ENSCAFP00000009496	320.0	CCDS31400			True	
ENSCAFT00000010240	ENSCAFP00000009500	777.0				True	
ENSCAFT00000010240	ENSCAFP00000009500	777.0	CCDS44954			True	
ENSCAFT00000010243	ENSCAFP00000009502	339.0	CCDS73606			True	
ENSCAFT00000010243	ENSCAFP00000009502	339.0	CCDS9534			True	
ENSCAFT00000010243	ENSCAFP00000009502	339.0	CCDS66591			True	
ENSCAFT00000010243	ENSCAFP00000009502	339.0				True	
ENSCAFT00000010244	ENSCAFP00000009503	478.0				True	Q5F2N4
ENSCAFT00000010244	ENSCAFP00000009503	478.0	CCDS6088			True	Q5F2N4
ENSCAFT00000010247	ENSCAFP00000009505	314.0				True	
ENSCAFT00000010247	ENSCAFP00000009505	314.0	CCDS41614			True	
ENSCAFT00000010249	ENSCAFP00000034209	205.0	CCDS4719			True	
ENSCAFT00000010250	ENSCAFP00000009506	315.0	CCDS41614			True	
ENSCAFT00000010250	ENSCAFP00000009506	315.0				True	
ENSCAFT00000010253	ENSCAFP00000009509	331.0	CCDS8886			True	
ENSCAFT00000010257			CCDS1802			True	
ENSCAFT00000010257						True	
ENSCAFT00000010258	ENSCAFP00000009513	1417.0	CCDS13054			True	
ENSCAFT00000010258	ENSCAFP00000009513	1417.0	CCDS13053			True	
ENSCAFT00000010268	ENSCAFP00000009522	318.0				True	
ENSCAFT00000010270			CCDS86834			True	
ENSCAFT00000010270			CCDS33184			True	
ENSCAFT00000010270						True	
ENSCAFT00000010272	ENSCAFP00000009525	317.0	CCDS44529			True	
ENSCAFT00000010273	ENSCAFP00000009526	338.0				True	
ENSCAFT00000010274			CCDS11867			True	
ENSCAFT00000010274						True	
ENSCAFT00000010274			CCDS77156			True	
ENSCAFT00000010276	ENSCAFP00000009528	1093.0	CCDS78253			True	
ENSCAFT00000010276	ENSCAFP00000009528	1093.0	CCDS5598			True	
ENSCAFT00000010276	ENSCAFP00000009528	1093.0				True	
ENSCAFT00000010282	ENSCAFP00000009533	442.0	CCDS81725			True	
ENSCAFT00000010282	ENSCAFP00000009533	442.0	CCDS81724			True	
ENSCAFT00000010282	ENSCAFP00000009533	442.0	CCDS81723			True	
ENSCAFT00000010282	ENSCAFP00000009533	442.0	CCDS9052			True	
ENSCAFT00000010282	ENSCAFP00000009533	442.0				True	
ENSCAFT00000010283	ENSCAFP00000009534	320.0	CCDS31407			True	
ENSCAFT00000010285	ENSCAFP00000009536	333.0	CCDS7759			True	
ENSCAFT00000010286	ENSCAFP00000009537	134.0				True	
ENSCAFT00000010286	ENSCAFP00000009537	134.0	CCDS32013			True	
ENSCAFT00000010287	ENSCAFP00000009538	477.0	CCDS81725			True	
ENSCAFT00000010287	ENSCAFP00000009538	477.0	CCDS81724			True	
ENSCAFT00000010287	ENSCAFP00000009538	477.0	CCDS81723			True	
ENSCAFT00000010287	ENSCAFP00000009538	477.0	CCDS9052			True	
ENSCAFT00000010287	ENSCAFP00000009538	477.0				True	
ENSCAFT00000010288	ENSCAFP00000009539	730.0			Q867B7	False	Q867B7
ENSCAFT00000010288	ENSCAFP00000009539	730.0	CCDS47627		Q867B7	False	Q867B7
ENSCAFT00000010288	ENSCAFP00000009539	730.0	CCDS47626		Q867B7	False	Q867B7
ENSCAFT00000010288	ENSCAFP00000009539	730.0	CCDS47629		Q867B7	False	Q867B7
ENSCAFT00000010288	ENSCAFP00000009539	730.0	CCDS5597		Q867B7	False	Q867B7
ENSCAFT00000010288	ENSCAFP00000009539	730.0	CCDS47628		Q867B7	False	Q867B7
ENSCAFT00000010289	ENSCAFP00000009540	1461.0				True	
ENSCAFT00000010289	ENSCAFP00000009540	1461.0	CCDS41878			True	
ENSCAFT00000010290	ENSCAFP00000009541	781.0	CCDS3074			True	
ENSCAFT00000010290	ENSCAFP00000009541	781.0				True	
ENSCAFT00000010293	ENSCAFP00000009544	643.0	CCDS6084			True	
ENSCAFT00000010293	ENSCAFP00000009544	643.0	CCDS55219			True	
ENSCAFT00000010293	ENSCAFP00000009544	643.0				True	
ENSCAFT00000010293	ENSCAFP00000009544	643.0	CCDS75727			True	
ENSCAFT00000010293	ENSCAFP00000009544	643.0	CCDS6085			True	
ENSCAFT00000010293	ENSCAFP00000009544	643.0	CCDS47836			True	
ENSCAFT00000010293	ENSCAFP00000009544	643.0	CCDS6087			True	
ENSCAFT00000010293	ENSCAFP00000009544	643.0	CCDS55218			True	
ENSCAFT00000010293	ENSCAFP00000009544	643.0	CCDS6086			True	
ENSCAFT00000010293	ENSCAFP00000009544	643.0	CCDS6083			True	
ENSCAFT00000010294	ENSCAFP00000009545	458.0	CCDS6086			True	
ENSCAFT00000010294	ENSCAFP00000009545	458.0	CCDS55218			True	
ENSCAFT00000010294	ENSCAFP00000009545	458.0	CCDS47836			True	
ENSCAFT00000010294	ENSCAFP00000009545	458.0	CCDS6085			True	
ENSCAFT00000010294	ENSCAFP00000009545	458.0	CCDS6087			True	
ENSCAFT00000010294	ENSCAFP00000009545	458.0	CCDS6083			True	
ENSCAFT00000010294	ENSCAFP00000009545	458.0	CCDS55219			True	
ENSCAFT00000010294	ENSCAFP00000009545	458.0	CCDS6084			True	
ENSCAFT00000010294	ENSCAFP00000009545	458.0				True	
ENSCAFT00000010294	ENSCAFP00000009545	458.0	CCDS75727			True	
ENSCAFT00000010295	ENSCAFP00000009546	677.0	CCDS9537			True	
ENSCAFT00000010295	ENSCAFP00000009546	677.0	CCDS86365			True	
ENSCAFT00000010295	ENSCAFP00000009546	677.0				True	
ENSCAFT00000010296	ENSCAFP00000047935	412.0	CCDS7120			True	
ENSCAFT00000010296	ENSCAFP00000047935	412.0				True	
ENSCAFT00000010298	ENSCAFP00000009548	711.0	CCDS9053			True	
ENSCAFT00000010298	ENSCAFP00000009548	711.0				True	
ENSCAFT00000010299	ENSCAFP00000009549	999.0				True	
ENSCAFT00000010299	ENSCAFP00000009549	999.0	CCDS61307			True	
ENSCAFT00000010299	ENSCAFP00000009549	999.0	CCDS9346			True	
ENSCAFT00000010299	ENSCAFP00000009549	999.0	CCDS45024			True	
ENSCAFT00000010302	ENSCAFP00000009552	713.0	CCDS55218			True	
ENSCAFT00000010302	ENSCAFP00000009552	713.0	CCDS6084			True	
ENSCAFT00000010302	ENSCAFP00000009552	713.0	CCDS47836			True	
ENSCAFT00000010302	ENSCAFP00000009552	713.0	CCDS6086			True	
ENSCAFT00000010302	ENSCAFP00000009552	713.0	CCDS6085			True	
ENSCAFT00000010302	ENSCAFP00000009552	713.0	CCDS75727			True	
ENSCAFT00000010302	ENSCAFP00000009552	713.0	CCDS6083			True	
ENSCAFT00000010302	ENSCAFP00000009552	713.0	CCDS55219			True	
ENSCAFT00000010302	ENSCAFP00000009552	713.0	CCDS6087			True	
ENSCAFT00000010302	ENSCAFP00000009552	713.0				True	
ENSCAFT00000010304			CCDS9345			True	
ENSCAFT00000010304			CCDS41877			True	
ENSCAFT00000010304						True	
ENSCAFT00000010309	ENSCAFP00000009557	3446.0	CCDS9344			True	
ENSCAFT00000010309	ENSCAFP00000009557	3446.0				True	
ENSCAFT00000010310	ENSCAFP00000009558	1027.0	CCDS33790			True	
ENSCAFT00000010310	ENSCAFP00000009558	1027.0				True	
ENSCAFT00000010311	ENSCAFP00000009559	1177.0	CCDS42851			True	
ENSCAFT00000010311	ENSCAFP00000009559	1177.0				True	
ENSCAFT00000010314	ENSCAFP00000009562	415.0	CCDS9538			True	
ENSCAFT00000010314	ENSCAFP00000009562	415.0				True	
ENSCAFT00000010317	ENSCAFP00000009565	750.0				True	
ENSCAFT00000010317	ENSCAFP00000009565	750.0	CCDS5596			True	
ENSCAFT00000010318	ENSCAFP00000009566	1329.0	CCDS3078			True	
ENSCAFT00000010318	ENSCAFP00000009566	1329.0				True	
ENSCAFT00000010318	ENSCAFP00000009566	1329.0				True	
ENSCAFT00000010321	ENSCAFP00000009569	290.0	CCDS9539		P33704	False	P33704
ENSCAFT00000010322	ENSCAFP00000009570	85.0				True	
ENSCAFT00000010323	ENSCAFP00000009571	907.0				True	
ENSCAFT00000010323	ENSCAFP00000009571	907.0	CCDS7760			True	
ENSCAFT00000010323	ENSCAFP00000009571	907.0	CCDS44530			True	
ENSCAFT00000010324	ENSCAFP00000009572	930.0				True	
ENSCAFT00000010324	ENSCAFP00000009572	930.0	CCDS54445			True	
ENSCAFT00000010324	ENSCAFP00000009572	930.0	CCDS86932			True	
ENSCAFT00000010324	ENSCAFP00000009572	930.0	CCDS54446			True	
ENSCAFT00000010324	ENSCAFP00000009572	930.0	CCDS13052			True	
ENSCAFT00000010325	ENSCAFP00000009573	350.0				True	
ENSCAFT00000010325	ENSCAFP00000009573	350.0	CCDS3075			True	
ENSCAFT00000010328	ENSCAFP00000009576	628.0	CCDS9054			True	
ENSCAFT00000010328	ENSCAFP00000009576	628.0				True	
ENSCAFT00000010328	ENSCAFP00000009576	628.0	CCDS86325			True	
ENSCAFT00000010328	ENSCAFP00000009576	628.0	CCDS86324			True	
ENSCAFT00000010332	ENSCAFP00000009579	563.0	CCDS81785			True	
ENSCAFT00000010332	ENSCAFP00000009579	563.0				True	
ENSCAFT00000010334	ENSCAFP00000009581	575.0				True	
ENSCAFT00000010334	ENSCAFP00000009581	575.0	CCDS31408			True	
ENSCAFT00000010335	ENSCAFP00000009582	297.0	CCDS9057			True	
ENSCAFT00000010335	ENSCAFP00000009582	297.0				True	
ENSCAFT00000010338	ENSCAFP00000009585	364.0	CCDS86175			True	
ENSCAFT00000010338	ENSCAFP00000009585	364.0				True	
ENSCAFT00000010338	ENSCAFP00000009585	364.0	CCDS7761			True	
ENSCAFT00000010338	ENSCAFP00000009585	364.0	CCDS81550			True	
ENSCAFT00000010340			CCDS7762			True	
ENSCAFT00000010340						True	
ENSCAFT00000010343	ENSCAFP00000009589	497.0				True	
ENSCAFT00000010343	ENSCAFP00000009589	497.0	CCDS9057			True	
ENSCAFT00000010346	ENSCAFP00000042560	119.0				True	
ENSCAFT00000010348	ENSCAFP00000009593	390.0				True	
ENSCAFT00000010348	ENSCAFP00000009593	390.0	CCDS13050			True	
ENSCAFT00000010349	ENSCAFP00000009594	427.0	CCDS3077			True	
ENSCAFT00000010349	ENSCAFP00000009594	427.0				True	
ENSCAFT00000010349	ENSCAFP00000009594	427.0	CCDS3076			True	
ENSCAFT00000010354	ENSCAFP00000009599	469.0	CCDS78250			True	
ENSCAFT00000010354	ENSCAFP00000009599	469.0	CCDS34673			True	
ENSCAFT00000010354	ENSCAFP00000009599	469.0	CCDS78251			True	
ENSCAFT00000010354	ENSCAFP00000009599	469.0	CCDS78249			True	
ENSCAFT00000010354	ENSCAFP00000009599	469.0				True	
ENSCAFT00000010356	ENSCAFP00000009601	733.0				True	
ENSCAFT00000010356	ENSCAFP00000009601	733.0	CCDS4280			True	
ENSCAFT00000010359	ENSCAFP00000009604	623.0				True	
ENSCAFT00000010359	ENSCAFP00000009604	623.0	CCDS44531			True	
ENSCAFT00000010359	ENSCAFP00000009604	623.0	CCDS31409			True	
ENSCAFT00000010361	ENSCAFP00000009606	95.0	CCDS41581			True	
ENSCAFT00000010361	ENSCAFP00000009606	95.0	CCDS73933			True	
ENSCAFT00000010362	ENSCAFP00000009607	673.0	CCDS63218			True	
ENSCAFT00000010362	ENSCAFP00000009607	673.0				True	
ENSCAFT00000010363	ENSCAFP00000009608	572.0	CCDS75012			True	
ENSCAFT00000010363	ENSCAFP00000009608	572.0				True	
ENSCAFT00000010363	ENSCAFP00000009608	572.0	CCDS33858			True	
ENSCAFT00000010364	ENSCAFP00000009609	178.0	CCDS34264			True	
ENSCAFT00000010364	ENSCAFP00000009609	178.0				True	
ENSCAFT00000010365	ENSCAFP00000009610	653.0				True	
ENSCAFT00000010365	ENSCAFP00000009610	653.0	CCDS31929			True	
ENSCAFT00000010367	ENSCAFP00000009612	414.0	CCDS2917			True	
ENSCAFT00000010367	ENSCAFP00000009612	414.0				True	
ENSCAFT00000010367	ENSCAFP00000009612	414.0	CCDS82805			True	
ENSCAFT00000010368	ENSCAFP00000009613	452.0	CCDS46870			True	
ENSCAFT00000010368	ENSCAFP00000009613	452.0				True	
ENSCAFT00000010370	ENSCAFP00000009614	690.0				True	
ENSCAFT00000010370	ENSCAFP00000009614	690.0	CCDS31929			True	
ENSCAFT00000010371	ENSCAFP00000009615	689.0				True	
ENSCAFT00000010371	ENSCAFP00000009615	689.0	CCDS31410			True	
ENSCAFT00000010371	ENSCAFP00000009615	689.0	CCDS66015			True	
ENSCAFT00000010371	ENSCAFP00000009615	689.0	CCDS66018			True	
ENSCAFT00000010371	ENSCAFP00000009615	689.0	CCDS66017			True	
ENSCAFT00000010371	ENSCAFP00000009615	689.0	CCDS66016			True	
ENSCAFT00000010371	ENSCAFP00000009615	689.0	CCDS58114			True	
ENSCAFT00000010373	ENSCAFP00000009616	842.0	CCDS13047			True	
ENSCAFT00000010373	ENSCAFP00000009616	842.0				True	
ENSCAFT00000010373	ENSCAFP00000009616	842.0	CCDS13046			True	
ENSCAFT00000010375	ENSCAFP00000009618	254.0				True	
ENSCAFT00000010375	ENSCAFP00000009618	254.0	CCDS65981			True	
ENSCAFT00000010375	ENSCAFP00000009618	254.0	CCDS7688			True	
ENSCAFT00000010377	ENSCAFP00000009620	167.0	CCDS13045			True	
ENSCAFT00000010378	ENSCAFP00000009621	398.0	CCDS31928			True	
ENSCAFT00000010378	ENSCAFP00000009621	398.0				True	
ENSCAFT00000010378	ENSCAFP00000009621	398.0	CCDS9275			True	
ENSCAFT00000010379	ENSCAFP00000009622	415.0	CCDS75012			True	
ENSCAFT00000010379	ENSCAFP00000009622	415.0	CCDS33858			True	
ENSCAFT00000010379	ENSCAFP00000009622	415.0				True	
ENSCAFT00000010382	ENSCAFP00000009625	92.0				True	
ENSCAFT00000010382	ENSCAFP00000009625	92.0	CCDS7689			True	
ENSCAFT00000010382	ENSCAFP00000009625	92.0	CCDS41582			True	
ENSCAFT00000010384	ENSCAFP00000009627	181.0	CCDS13044			True	
ENSCAFT00000010385	ENSCAFP00000009628	657.0				True	
ENSCAFT00000010385	ENSCAFP00000009628	657.0	CCDS9058			True	
ENSCAFT00000010385	ENSCAFP00000009628	657.0	CCDS58265			True	
ENSCAFT00000010385	ENSCAFP00000009628	657.0	CCDS58264			True	
ENSCAFT00000010386	ENSCAFP00000009629	310.0	CCDS13043			True	
ENSCAFT00000010387	ENSCAFP00000009630	711.0	CCDS45072			True	
ENSCAFT00000010387	ENSCAFP00000009630	711.0				True	
ENSCAFT00000010390	ENSCAFP00000009633	579.0	CCDS33788			True	
ENSCAFT00000010390	ENSCAFP00000009633	579.0				True	
ENSCAFT00000010394	ENSCAFP00000009637	524.0				True	
ENSCAFT00000010394	ENSCAFP00000009637	524.0	CCDS66017			True	
ENSCAFT00000010394	ENSCAFP00000009637	524.0	CCDS58114			True	
ENSCAFT00000010394	ENSCAFP00000009637	524.0	CCDS66016			True	
ENSCAFT00000010394	ENSCAFP00000009637	524.0	CCDS66015			True	
ENSCAFT00000010394	ENSCAFP00000009637	524.0	CCDS31410			True	
ENSCAFT00000010394	ENSCAFP00000009637	524.0	CCDS66018			True	
ENSCAFT00000010395	ENSCAFP00000009638	902.0	CCDS6082			True	
ENSCAFT00000010395	ENSCAFP00000009638	902.0				True	
ENSCAFT00000010396	ENSCAFP00000009639	722.0				True	
ENSCAFT00000010396	ENSCAFP00000009639	722.0	CCDS6082			True	
ENSCAFT00000010397						True	
ENSCAFT00000010400	ENSCAFP00000009643	292.0	CCDS6081			True	
ENSCAFT00000010400	ENSCAFP00000009643	292.0	CCDS34878			True	
ENSCAFT00000010401	ENSCAFP00000009642	577.0	CCDS65982			True	
ENSCAFT00000010401	ENSCAFP00000009642	577.0	CCDS7690			True	
ENSCAFT00000010401	ENSCAFP00000009642	577.0				True	
ENSCAFT00000010403	ENSCAFP00000009645	219.0				True	
ENSCAFT00000010403	ENSCAFP00000009645	219.0	CCDS33786			True	
ENSCAFT00000010403	ENSCAFP00000009645	219.0	CCDS46867			True	
ENSCAFT00000010405	ENSCAFP00000009647	3150.0	CCDS87593			True	
ENSCAFT00000010405	ENSCAFP00000009647	3150.0				True	
ENSCAFT00000010406						True	
ENSCAFT00000010407	ENSCAFP00000009649	257.0	CCDS53590			True	
ENSCAFT00000010407	ENSCAFP00000009649	257.0				True	
ENSCAFT00000010407	ENSCAFP00000009649	257.0	CCDS7691			True	
ENSCAFT00000010409	ENSCAFP00000009651	1176.0	CCDS34265			True	
ENSCAFT00000010409	ENSCAFP00000009651	1176.0				True	
ENSCAFT00000010409	ENSCAFP00000009651	1176.0	CCDS83029			True	
ENSCAFT00000010410	ENSCAFP00000009652	701.0	CCDS9059			True	
ENSCAFT00000010410	ENSCAFP00000009652	701.0	CCDS58267			True	
ENSCAFT00000010410	ENSCAFP00000009652	701.0				True	
ENSCAFT00000010410	ENSCAFP00000009652	701.0	CCDS58266			True	
ENSCAFT00000010414	ENSCAFP00000009656	1133.0				True	
ENSCAFT00000010416	ENSCAFP00000009658	744.0	CCDS58115			True	
ENSCAFT00000010416	ENSCAFP00000009658	744.0	CCDS7764			True	
ENSCAFT00000010416	ENSCAFP00000009658	744.0				True	
ENSCAFT00000010417	ENSCAFP00000009659	402.0	CCDS9060			True	
ENSCAFT00000010417	ENSCAFP00000009659	402.0				True	
ENSCAFT00000010419	ENSCAFP00000009661	3016.0	CCDS41875			True	
ENSCAFT00000010419	ENSCAFP00000009661	3016.0				True	
